Uid,Vehicle id,Data date,Year,Make,Model,Model fr,Local version name,Trim,Manufacturer code,Msrp,Evox
741994908,741994920070926,2007-09-26,2008,Hyundai,Veracruz,Veracruz,GLS,GLS,-,39995.00,4658 | 2008 Hyundai Veracruz SE
741994909,741994920090110,2009-01-10,2009,Hyundai,Veracruz,Veracruz,GLS AWD 6AT,GLS,-,40995.00,6069 | 2009 Hyundai Veracruz GLS
741994910,741994920090618,2009-06-18,2010,Hyundai,Veracruz,Veracruz,GLS AWD 6AT,GLS,-,40999.00,6346 | 2010 Hyundai Veracruz Limited
741994911,741994920100728,2010-07-28,2011,Hyundai,Veracruz,Veracruz,GLS AWD 6AT,GLS,GLS,39999.00,6963 | 2011 Hyundai Veracruz Limited
741994912,741994920110825,2011-08-25,2012,Hyundai,Veracruz,Veracruz,GLS AWD 6AT,GLS,GLS,39999.00,7897 | 2012 Hyundai Veracruz GLS
741995008,741995020071019,2007-10-19,2008,Hyundai,Veracruz,Veracruz,Limited,Limited,LT7,46295.00,5026 | 2008 Hyundai Veracruz Limited
741995009,741995020090110,2009-01-10,2009,Hyundai,Veracruz,Veracruz,Limited AWD 6AT,Limited,LT7,47295.00,6087 | 2009 Hyundai Veracruz Limited
741995010,741995020090618,2009-06-18,2010,Hyundai,Veracruz,Veracruz,Limited AWD 6AT,Limited,LTD,47299.00,6346 | 2010 Hyundai Veracruz Limited
741995011,741995020100728,2010-07-28,2011,Hyundai,Veracruz,Veracruz,Limited AWD 6AT,Limited,LTD,44999.00,6963 | 2011 Hyundai Veracruz Limited
741995012,741995020120224,2012-02-24,2012,Hyundai,Veracruz,Veracruz,Limited AWD 6AT,Limited,LTD,41999.00,7897 | 2012 Hyundai Veracruz GLS
741996208,741996220070705,2007-07-05,2008,Hyundai,Accent,Accent,GL 5MT,GL,G-L,15745.00,5165 | 2008 Hyundai Accent GLS
741996209,741996220090110,2009-01-10,2009,Hyundai,Accent,Accent,GL 5MT,GL,G-L,15745.00,5624 | 2009 Hyundai Accent GLS
741996210,741996220090717,2009-07-17,2010,Hyundai,Accent,Accent,GL 5MT,GL,G-L,15749.00,6290 | 2010 Hyundai Accent GLS
741996211,741996220100728,2010-07-28,2011,Hyundai,Accent,Accent,GL 5MT,GL,G-L,15749.00,6906 | 2011 Hyundai Accent GLS
741996212,741996220110513,2011-05-13,2012,Hyundai,Accent,Accent,GL 6MT,GL,G-L,14999.00,7476 | 2012 Hyundai Accent GLS
741996213,741996220130801,2013-08-01,2013,Hyundai,Accent Sedan,Accent Berline,GL 6MT,GL,AC44MF16BB00,15499.00,8186 | 2013 Hyundai Accent GLS
741996308,741996320070926,2007-09-26,2008,Hyundai,Tucson,Tucson,Limited V6 2.7 FWD 4AT,Limited,LT4,28795.00,5089 | 2008 Hyundai Tucson Limited
741996309,741996320090110,2009-01-10,2009,Hyundai,Tucson,Tucson,Limited V6 2.7 FWD 4AT,Limited,LT2,28895.00,6026 | 2009 Hyundai Tucson GLS
741996408,741996420070926,2007-09-26,2008,Hyundai,Tucson,Tucson,GLS 2.0 FWD 4AT,GLS,GLS,26795.00,5347 | 2008 Hyundai Tucson GLS
741997208,741997220080108,2008-01-08,2008,Hyundai,Santa Fe,Santa Fe,GLS 2.7 V6 FWD 4AT,GLS,GLS,29945.00,4656 | 2008 Hyundai Santa Fe GLS
742570808,742570820090110,2009-01-10,2008,Hyundai,Tiburon,Tiburon,GS Sport 4AT,GS,SPT,22595.00,5091 | 2008 Hyundai Tiburon GS
742570908,742570920090110,2009-01-10,2008,Hyundai,Tiburon,Tiburon,GT 5MT,GT,G-T,25595.00,4657 | 2008 Hyundai Tiburon GT
742571008,742571020090110,2009-01-10,2008,Hyundai,Tiburon,Tiburon,GT 4AT,GT,G-T,26795.00,4657 | 2008 Hyundai Tiburon GT
742571108,742571120090110,2009-01-10,2008,Hyundai,Tiburon,Tiburon,GTP 6MT,GTP,GTP,29095.00,4657 | 2008 Hyundai Tiburon GT
749654909,749654920090110,2009-01-10,2009,Hyundai,Tucson,Tucson,25th Anniversary 2.0 FWD 4AT,25th Anniversary,SPE,25295.00,6026 | 2009 Hyundai Tucson GLS
750220108,750220120080301,2008-03-01,2008,Hyundai,Veracruz,Veracruz,GL,GL,-,35995.00,5026 | 2008 Hyundai Veracruz Limited
750220109,750220120090110,2009-01-10,2009,Hyundai,Veracruz,Veracruz,GL FWD 6AT,GL,-,36995.00,6069 | 2009 Hyundai Veracruz GLS
750220110,750220120090618,2009-06-18,2010,Hyundai,Veracruz,Veracruz,GL FWD 6AT,GL,-,36999.00,6346 | 2010 Hyundai Veracruz Limited
750220111,750220120100728,2010-07-28,2011,Hyundai,Veracruz,Veracruz,GL w/Premium Package FWD 6AT,GL w/Premium Package,PM2,34999.00,6963 | 2011 Hyundai Veracruz Limited
765550209,765550220090110,2009-01-10,2009,Hyundai,Sonata,Sonata,GL Premium 5AT,GL,SP4,25595.00,5450 | 2009 Hyundai Sonata GLS
765550309,765550320090110,2009-01-10,2009,Hyundai,Genesis,Genesis,3.8 6AT,-,-,37995.00,5405 | 2009 Hyundai Genesis 3.8
765550310,765550320090923,2009-09-23,2010,Hyundai,Genesis,Genesis,3.8 6AT,-,-,38999.00,6506 | 2010 Hyundai Genesis 3.8
765550311,765550320100715,2010-07-15,2011,Hyundai,Genesis,Genesis,3.8 6AT,-,-,38999.00,6904 | 2011 Hyundai Genesis 3.8
765550312,765550320110616,2011-06-16,2012,Hyundai,Genesis,Genesis,3.8 8AT,-,-,39999.00,7481 | 2012 Hyundai Genesis 3.8
765550313,765550320120808,2012-08-08,2013,Hyundai,Genesis,Genesis,3.8 8AT,-,G314AR38BX00,39999.00,8458 | 2013 Hyundai Genesis 3.8
765550409,765550420090110,2009-01-10,2009,Hyundai,Genesis,Genesis,3.8 Premium Package 6AT,Premium Package,6PM,39995.00,5405 | 2009 Hyundai Genesis 3.8
765550410,765550420090923,2009-09-23,2010,Hyundai,Genesis,Genesis,3.8 Premium Package 6AT,Premium Package,6PM,42999.00,6506 | 2010 Hyundai Genesis 3.8
765550411,765550420100715,2010-07-15,2011,Hyundai,Genesis,Genesis,3.8 Premium Package 6AT,Premium Package,6PM,42999.00,6904 | 2011 Hyundai Genesis 3.8
765550412,765550420110616,2011-06-16,2012,Hyundai,Genesis,Genesis,3.8 Premium Package 8AT,Premium Package,6PM,44999.00,7656 | 2012 Hyundai Genesis 5.0 R-Spec
765550413,765550420120808,2012-08-08,2013,Hyundai,Genesis,Genesis,3.8 Premium Package 8AT,Premium Package,G314AR38BX10,44999.00,8735 | 2013 Hyundai Genesis 5.0 R-Spec
765550509,765550520090110,2009-01-10,2009,Hyundai,Genesis,Genesis,3.8 Technology Package 6AT,Technology Package,6TC,44995.00,5405 | 2009 Hyundai Genesis 3.8
765550510,765550520090923,2009-09-23,2010,Hyundai,Genesis,Genesis,3.8 Technology Package 6AT,Technology Package,6TC,46499.00,6506 | 2010 Hyundai Genesis 3.8
765550511,765550520100715,2010-07-15,2011,Hyundai,Genesis,Genesis,3.8 Technology Package 6AT,Technology Package,6TC,46499.00,6904 | 2011 Hyundai Genesis 3.8
765550512,765550520110616,2011-06-16,2012,Hyundai,Genesis,Genesis,3.8 Technology Package 8AT,Technology Package,6TC,49499.00,7656 | 2012 Hyundai Genesis 5.0 R-Spec
765550513,765550520120808,2012-08-08,2013,Hyundai,Genesis,Genesis,3.8 Technology Package 8AT,Technology Package,G314AR38BX55,49499.00,8735 | 2013 Hyundai Genesis 5.0 R-Spec
765550609,765550620090110,2009-01-10,2009,Hyundai,Genesis,Genesis,4.6 6AT,-,V-8,43995.00,5405 | 2009 Hyundai Genesis 3.8
765550709,765550720090110,2009-01-10,2009,Hyundai,Genesis,Genesis,4.6 Technology Package 6AT,Technology Package,8TC,48995.00,5405 | 2009 Hyundai Genesis 3.8
765550710,765550720090923,2009-09-23,2010,Hyundai,Genesis,Genesis,4.6 Technology Package 6AT,Technology Package,8TC,49999.00,6347 | 2010 Hyundai Genesis 4.6
765550711,765550720100715,2010-07-15,2011,Hyundai,Genesis,Genesis,4.6 Technology Package 6AT,Technology Package,8TC,49999.00,7023 | 2011 Hyundai Genesis 4.6
765550712,765550720110616,2011-06-16,2012,Hyundai,Genesis,Genesis,5.0 R-Spec 8AT,R-Spec,8TC,53499.00,7656 | 2012 Hyundai Genesis 5.0 R-Spec
765550713,765550720120808,2012-08-08,2013,Hyundai,Genesis,Genesis,5.0 R-Spec 8AT,R-Spec,G314AR50BX70,53499.00,8735 | 2013 Hyundai Genesis 5.0 R-Spec
765553009,765553020090110,2009-01-10,2009,Hyundai,Accent,Accent,25th Anniversary Edition 4AT,25th Anniversary Edition,SPE,17395.00,5624 | 2009 Hyundai Accent GLS
765553109,765553120090110,2009-01-10,2009,Hyundai,Accent,Accent,L Hatchback 4AT,L,L,14595.00,5092 | 2009 Hyundai Accent GS
765553110,765553120090717,2009-07-17,2010,Hyundai,Accent,Accent,L Hatchback 4AT,L,L,14599.00,6306 | 2010 Hyundai Accent GS
765553111,765553120100728,2010-07-28,2011,Hyundai,Accent,Accent,L Hatchback 4AT,L,L,14599.00,6873 | 2011 Hyundai Accent GS
765553209,765553220090110,2009-01-10,2009,Hyundai,Accent,Accent,GL Comfort Hatchback 4AT,GL,G-L,16295.00,5092 | 2009 Hyundai Accent GS
765553210,765553220090717,2009-07-17,2010,Hyundai,Accent,Accent,GL Hatchback 4AT,GL,G-L,16549.00,6306 | 2010 Hyundai Accent GS
765553211,765553220100728,2010-07-28,2011,Hyundai,Accent,Accent,GL Hatchback 4AT,GL,G-L,16549.00,6873 | 2011 Hyundai Accent GS
765553309,765553320090110,2009-01-10,2009,Hyundai,Accent,Accent,GL Sport Hatchback 4AT,GL,SPT,17995.00,5092 | 2009 Hyundai Accent GS
765553310,765553320090717,2009-07-17,2010,Hyundai,Accent,Accent,GL Sport Hatchback 4AT,GL,SPT,18249.00,6306 | 2010 Hyundai Accent GS
765553311,765553320100728,2010-07-28,2011,Hyundai,Accent,Accent,GL Sport Hatchback 4AT,GL,SPT,17949.00,6873 | 2011 Hyundai Accent GS
765553409,765553420090110,2009-01-10,2009,Hyundai,Accent,Accent,L 4AT,L,L,15295.00,5624 | 2009 Hyundai Accent GLS
765553410,765553420090717,2009-07-17,2010,Hyundai,Accent,Accent,L 4AT,L,L,15299.00,6290 | 2010 Hyundai Accent GLS
765553411,765553420100728,2010-07-28,2011,Hyundai,Accent,Accent,L 4AT,L,L,15299.00,6906 | 2011 Hyundai Accent GLS
765553412,765553420110513,2011-05-13,2012,Hyundai,Accent,Accent,L 6AT,L,-,14399.00,7476 | 2012 Hyundai Accent GLS
765553413,765553420130801,2013-08-01,2013,Hyundai,Accent Sedan,Accent Berline,L 6AT,L,AC44AF16BA00,14649.00,8186 | 2013 Hyundai Accent GLS
765553509,765553520090110,2009-01-10,2009,Hyundai,Accent,Accent,GL 4AT,GL,G-L,16745.00,5624 | 2009 Hyundai Accent GLS
765553510,765553520090717,2009-07-17,2010,Hyundai,Accent,Accent,GL 4AT,GL,G-L,16999.00,6290 | 2010 Hyundai Accent GLS
765553511,765553520100728,2010-07-28,2011,Hyundai,Accent,Accent,GL 4AT,GL,G-L,16999.00,6906 | 2011 Hyundai Accent GLS
765553512,765553520110513,2011-05-13,2012,Hyundai,Accent,Accent,GL 6AT,GL,G-L,16199.00,7476 | 2012 Hyundai Accent GLS
765553513,765553520130801,2013-08-01,2013,Hyundai,Accent Sedan,Accent Berline,GL 6AT,GL,AC44AF16BB00,16749.00,8186 | 2013 Hyundai Accent GLS
765557109,765557120090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,L 5MT,L,-,14995.00,5909 | 2009 Hyundai Elantra Touring
765557110,765557120090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,L 5MT,L,-,14999.00,6292 | 2010 Hyundai Elantra Touring GLS
765557111,765557120100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,L 5MT,L,-,14999.00,6829 | 2011 Hyundai Elantra Touring GLS
765557112,765557120110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,L 5MT,L,ESC,15799.00,None
765557209,765557220090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,L 4AT,L,-,16195.00,5909 | 2009 Hyundai Elantra Touring
765557210,765557220090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,L 4AT,L,-,16199.00,6292 | 2010 Hyundai Elantra Touring GLS
765557211,765557220100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,L 4AT,L,-,16199.00,6829 | 2011 Hyundai Elantra Touring GLS
765557212,765557220110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,L 4AT,L,ESC,16999.00,None
765557309,765557320090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,L Preferred Package 5MT,L,PRF,17245.00,5909 | 2009 Hyundai Elantra Touring
765557310,765557320090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GL 5MT,GL,G-L,17399.00,6292 | 2010 Hyundai Elantra Touring GLS
765557311,765557320100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GL 5MT,GL,G-L,17399.00,6829 | 2011 Hyundai Elantra Touring GLS
765557312,765557320110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,GL 5MT,GL,GLC,18199.00,None
765557409,765557420090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,L Preferred Package 4AT,L,PRF,18445.00,5909 | 2009 Hyundai Elantra Touring
765557410,765557420090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GL 4AT,GL,G-L,18599.00,6292 | 2010 Hyundai Elantra Touring GLS
765557411,765557420100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GL 4AT,GL,G-L,18599.00,6829 | 2011 Hyundai Elantra Touring GLS
765557412,765557420110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,GL 4AT,GL,GLC,19399.00,None
765557509,765557520090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,GL 5MT,GL,G-L,18795.00,5909 | 2009 Hyundai Elantra Touring
765557510,765557520090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GLS 5MT,GLS,GLS,19299.00,6292 | 2010 Hyundai Elantra Touring GLS
765557511,765557520100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GLS 5MT,GLS,GLS,19799.00,6829 | 2011 Hyundai Elantra Touring GLS
765557512,765557520110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,GLS 5MT,GLS,GSS,20649.00,None
765557609,765557620090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,GL 4AT,GL,G-L,19995.00,5909 | 2009 Hyundai Elantra Touring
765557610,765557620090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GLS 4AT,GLS,GLS,20499.00,6292 | 2010 Hyundai Elantra Touring GLS
765557611,765557620100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GLS 4AT,GLS,GLS,20999.00,6829 | 2011 Hyundai Elantra Touring GLS
765557612,765557620110727,2011-07-27,2012,Hyundai,Elantra Touring,Elantra Touring,GLS 4AT,GLS,GSS,21849.00,None
765557709,765557720090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,GL Sport 5MT,GL,SPT,21195.00,5909 | 2009 Hyundai Elantra Touring
765557710,765557720090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 5MT,GLS,SPT,21699.00,6292 | 2010 Hyundai Elantra Touring GLS
765557711,765557720100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 5MT,GLS,SPT,22049.00,6829 | 2011 Hyundai Elantra Touring GLS
765557712,765557720110623,2011-06-23,2012,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 5MT,GLS,SPT,22049.00,None
765557809,765557820090110,2009-01-10,2009,Hyundai,Elantra Touring,Elantra Touring,GL Sport 4AT,GL,SPT,22395.00,5909 | 2009 Hyundai Elantra Touring
765557810,765557820090709,2009-07-09,2010,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 4AT,GLS,SPT,22899.00,6292 | 2010 Hyundai Elantra Touring GLS
765557811,765557820100603,2010-06-03,2011,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 4AT,GLS,SPT,23249.00,6829 | 2011 Hyundai Elantra Touring GLS
765557812,765557820110623,2011-06-23,2012,Hyundai,Elantra Touring,Elantra Touring,GLS Sport 4AT,GLS,SPT,23249.00,None
765559010,765559020090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 6MT,-,-,24495.00,6055 | 2010 Hyundai Genesis 2.0T Premium
765559011,765559020100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 6MT,-,-,24899.00,6934 | 2011 Hyundai Genesis 2.0T Premium
765559012,765559020110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 6MT,-,-,24899.00,7605 | 2012 Hyundai Genesis 2.0 R-Spec
765559013,765559020130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 6MT,-,G112MR20CX00,26499.00,8117 | 2013 Hyundai Genesis Coupe 2.0T
765559110,765559120090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 5AT,-,-,25995.00,6055 | 2010 Hyundai Genesis 2.0T Premium
765559111,765559120100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 5AT,-,-,26399.00,6934 | 2011 Hyundai Genesis 2.0T Premium
765559112,765559120110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 5AT,-,-,26399.00,7605 | 2012 Hyundai Genesis 2.0 R-Spec
765559113,765559120130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,2.0T 8AT,-,G112AR20CX00,28299.00,8117 | 2013 Hyundai Genesis Coupe 2.0T
765559210,765559220090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 6MT,Premium Package,4PM,27495.00,6055 | 2010 Hyundai Genesis 2.0T Premium
765559211,765559220100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 6MT,Premium Package,4PM,27899.00,6934 | 2011 Hyundai Genesis 2.0T Premium
765559212,765559220110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 6MT,Premium Package,4PM,27899.00,7605 | 2012 Hyundai Genesis 2.0 R-Spec
765559213,765559220130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 6MT,Premium Package,G112MR20CX10,29899.00,8117 | 2013 Hyundai Genesis Coupe 2.0T
765559310,765559320090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 5AT,Premium Package,4PM,28995.00,6055 | 2010 Hyundai Genesis 2.0T Premium
765559311,765559320100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 5AT,Premium Package,4PM,29399.00,6934 | 2011 Hyundai Genesis 2.0T Premium
765559312,765559320110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 5AT,Premium Package,4PM,29399.00,7605 | 2012 Hyundai Genesis 2.0 R-Spec
765559313,765559320130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,2.0T Premium Package 8AT,Premium Package,G112AR20CX10,31699.00,8117 | 2013 Hyundai Genesis Coupe 2.0T
765559410,765559420090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,2.0T GT 6MT,GT,4GT,30745.00,6055 | 2010 Hyundai Genesis 2.0T Premium
765559411,765559420100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,2.0T GT 6MT,GT,4GT,31149.00,6934 | 2011 Hyundai Genesis 2.0T Premium
765559412,765559420110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,2.0T GT 6MT,GT,4GT,31149.00,7605 | 2012 Hyundai Genesis 2.0 R-Spec
765559510,765559520090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6MT,-,V-6,32995.00,6013 | 2010 Hyundai Genesis 3.8 Track
765559511,765559520100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6MT,-,V-6,32999.00,6990 | 2011 Hyundai Genesis 3.8 Track
765559512,765559520110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6MT,-,V-6,32999.00,7524 | 2012 Hyundai Genesis 3.8 Grand Touring
765559610,765559620090122,2009-01-22,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6AT,-,V-6,34795.00,6013 | 2010 Hyundai Genesis 3.8 Track
765559611,765559620100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6AT,-,V-6,34799.00,6990 | 2011 Hyundai Genesis 3.8 Track
765559612,765559620110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,3.8 6AT,-,V-6,34799.00,7524 | 2012 Hyundai Genesis 3.8 Grand Touring
765559710,765559720090629,2009-06-29,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6MT,GT,GTN,36495.00,6013 | 2010 Hyundai Genesis 3.8 Track
765559711,765559720100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6MT,GT,GTN,36499.00,6990 | 2011 Hyundai Genesis 3.8 Track
765559712,765559720110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6MT,GT,GTN,36499.00,7524 | 2012 Hyundai Genesis 3.8 Grand Touring
765559713,765559720130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6MT,GT,G112MR38BX80,36999.00,8696 | 2013 Hyundai Genesis Coupe 3.8 Grand Touring
765559810,765559820090629,2009-06-29,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6AT,GT,GTN,38295.00,6013 | 2010 Hyundai Genesis 3.8 Track
765559811,765559820100930,2010-09-30,2011,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6AT,GT,GTN,38299.00,6990 | 2011 Hyundai Genesis 3.8 Track
765559812,765559820110628,2011-06-28,2012,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 6AT,GT,GTN,38299.00,7524 | 2012 Hyundai Genesis 3.8 Grand Touring
765559813,765559820130801,2013-08-01,2013,Hyundai,Genesis Coupe,Genesis Coupe,3.8 GT 8AT,GT,G112AR38BX80,38799.00,8696 | 2013 Hyundai Genesis Coupe 3.8 Grand Touring
768162409,768162420090325,2009-03-25,2009,Hyundai,Santa Fe,Santa Fe,Limited w/Navi 3.3 V6 AWD 5AT,Limited w/Navi,LNV,37445.00,6036 | 2009 Hyundai Santa Fe SE
768162410,768162420091117,2009-11-17,2010,Hyundai,Santa Fe,Santa Fe,Limited w/Navi 3.5 V6 AWD 6AT,Limited w/Navi,LNV,37599.00,6680 | 2010 Hyundai Santa Fe Limited
768162411,768162420101104,2010-11-04,2011,Hyundai,Santa Fe,Santa Fe,Limited w/Navi 3.5 V6 AWD 6AT,Limited w/Navi,LNV,37599.00,7214 | 2011 Hyundai Santa Fe Limited
768162412,768162420110808,2011-08-08,2012,Hyundai,Santa Fe,Santa Fe,Limited w/Navi 3.5 V6 AWD 6AT,Limited w/Navi,LNV,37599.00,7676 | 2012 Hyundai Santa Fe Limited
768162413,768162420120816,2012-08-16,2013,Hyundai,Santa Fe,Santa Fe,Sport Limited w/Navi 2.0T AWD 6AT,Limited w/Navi,SA3SAA20DF00,38499.00,8852 | 2013 Hyundai Santa Fe Limited
768162810,768162820090423,2009-04-23,2010,Hyundai,Sonata,Sonata,Limited w/Navi 5AT,Limited,L4N,29999.00,6327 | 2010 Hyundai Sonata Limited V6
768162811,768162820100210,2010-02-10,2011,Hyundai,Sonata,Sonata,Limited w/Navi 6AT,Limited,LNV,30999.00,6692 | 2011 Hyundai Sonata Limited
768162812,768162820110623,2011-06-23,2012,Hyundai,Sonata,Sonata,Limited w/Navi 6AT,Limited,LNV,31699.00,7502 | 2012 Hyundai Sonata Limited PZEV
768162813,768162820130801,2013-08-01,2013,Hyundai,Sonata,Sonata,Limited w/Navi 6AT,Limited,SO64AF24BD50,31399.00,8141 | 2013 Hyundai Sonata Limited
768164710,768164720090629,2009-06-29,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 Navigation 6MT,Navigation,V6N,34495.00,6013 | 2010 Hyundai Genesis 3.8 Track
768164810,768164820090629,2009-06-29,2010,Hyundai,Genesis Coupe,Genesis Coupe,3.8 Navigation 6AT,Navigation,V6N,36295.00,6013 | 2010 Hyundai Genesis 3.8 Track
780022910,780022920091221,2009-12-21,2010,Hyundai,Tucson,Tucson,GL AWD 6AT,GL,GL4,26699.00,6629 | 2010 Hyundai Tucson GLS
780022911,780022920101201,2010-12-01,2011,Hyundai,Tucson,Tucson,GL AWD 6AT,GL,GL4,26299.00,6844 | 2011 Hyundai Tucson GLS
780022912,780022920110601,2011-06-01,2012,Hyundai,Tucson,Tucson,GL AWD 6AT,GL,GL4,26599.00,7505 | 2012 Hyundai Tucson GLS PZEV
780022913,780022920120601,2012-06-01,2013,Hyundai,Tucson,Tucson,GL AWD 6AT,GL,TU2SAA24AB00,26599.00,8332 | 2013 Hyundai Tucson GLS
780023010,780023020091221,2009-12-21,2010,Hyundai,Tucson,Tucson,Limited w/Nav AWD 6AT,Limited w/Nav,LNV,34449.00,6613 | 2010 Hyundai Tucson Limited
780023011,780023020101201,2010-12-01,2011,Hyundai,Tucson,Tucson,Limited w/Nav AWD 6AT,Limited w/Nav,LNV,34249.00,6874 | 2011 Hyundai Tucson Limited
780023012,780023020110601,2011-06-01,2012,Hyundai,Tucson,Tucson,Limited w/Nav AWD 6AT,Limited w/Nav,LNV,34349.00,7532 | 2012 Hyundai Tucson Limited PZEV
780023013,780023020120601,2012-06-01,2013,Hyundai,Tucson,Tucson,Limited w/Nav AWD 6AT,Limited w/Nav,TU2SAA24AD50,34349.00,8213 | 2013 Hyundai Tucson Limited
780028011,780028020101201,2010-12-01,2011,Hyundai,Tucson,Tucson,L FWD 5MT,L,-,19999.00,6844 | 2011 Hyundai Tucson GLS
780028012,780028020110601,2011-06-01,2012,Hyundai,Tucson,Tucson,L FWD 5MT,L,-,19999.00,7505 | 2012 Hyundai Tucson GLS PZEV
780028013,780028020120601,2012-06-01,2013,Hyundai,Tucson,Tucson,L FWD 5MT,L,TU2SMF20AA00,19999.00,8332 | 2013 Hyundai Tucson GLS
780028111,780028120101201,2010-12-01,2011,Hyundai,Tucson,Tucson,L FWD 6AT,L,LAT,22799.00,6844 | 2011 Hyundai Tucson GLS
780028112,780028120110601,2011-06-01,2012,Hyundai,Tucson,Tucson,L FWD 6AT,L,LAT,22899.00,7505 | 2012 Hyundai Tucson GLS PZEV
780028113,780028120120601,2012-06-01,2013,Hyundai,Tucson,Tucson,L FWD 6AT,L,TU2SAF20AA00,22899.00,8332 | 2013 Hyundai Tucson GLS
780028911,780028920100728,2010-07-28,2011,Hyundai,Accent,Accent,L Sport Hatchback 5MT,L,LSP,14799.00,6873 | 2011 Hyundai Accent GS
780029011,780029020100728,2010-07-28,2011,Hyundai,Accent,Accent,L Sport Hatchback 4AT,L,LSP,15799.00,6873 | 2011 Hyundai Accent GS
780029111,780029120100728,2010-07-28,2011,Hyundai,Accent,Accent,GL SE 4AT,GL SE,GLE,17749.00,6906 | 2011 Hyundai Accent GLS
